Year,County of Program Location,Primary Substance Group,Age Group,Population,Admissions,Percent
2007,Delaware,Heroin,18 thru 24,46286,18,0.03888864883550102
2007,Delaware,Heroin,25 thru 34,46286,29,0.06265393423497385
2007,Delaware,Heroin,35 thru 44,46286,13,0.028086246381195175
2007,Delaware,Heroin,45 thru 54,46286,7,0.015123363436028173
2007,Delaware,Heroin,55 and Older,46286,2,0.004320960981722335
2007,Delaware,Marijuana incl Hashish,18 thru 24,46286,33,0.07129585619841852
2007,Delaware,Marijuana incl Hashish,25 thru 34,46286,28,0.06049345374411269
2007,Delaware,Marijuana incl Hashish,35 thru 44,46286,12,0.02592576589033401
2007,Delaware,Marijuana incl Hashish,45 thru 54,46286,4,0.00864192196344467
2007,Delaware,Marijuana incl Hashish,Under 18,46286,119,0.2570971784124789
2007,Delaware,Other Opioids,18 thru 24,46286,10,0.021604804908611674
2007,Delaware,Other Opioids,25 thru 34,46286,22,0.04753057079894568
2007,Delaware,Other Opioids,35 thru 44,46286,16,0.03456768785377868
2007,Delaware,Other Opioids,45 thru 54,46286,4,0.00864192196344467
2007,Delaware,Other Opioids,Under 18,46286,1,0.0021604804908611675
2007,Dutchess,Alcohol,18 thru 24,292746,287,0.09803720631537238
2007,Dutchess,Alcohol,25 thru 34,292746,589,0.20119830843119976
2007,Dutchess,Alcohol,35 thru 44,292746,1291,0.4409966318924939
2007,Dutchess,Alcohol,45 thru 54,292746,964,0.32929570344257475
2007,Dutchess,Alcohol,55 and Older,292746,232,0.07924958838037069
2007,Dutchess,Alcohol,Under 18,292746,39,0.013322129081183005
2007,Dutchess,All Others,18 thru 24,292746,14,0.004782302747091335
2007,Dutchess,All Others,25 thru 34,292746,40,0.01366372213454667
2007,Dutchess,All Others,35 thru 44,292746,41,0.01400531518791034
2007,Dutchess,All Others,45 thru 54,292746,32,0.010930977707637339
2007,Dutchess,All Others,55 and Older,292746,8,0.002732744426909334
2007,Dutchess,All Others,Under 18,292746,12,0.004099116640364001
2007,Dutchess,Cocaine incl Crack,18 thru 24,292746,74,0.025277885948911342
2007,Dutchess,Cocaine incl Crack,25 thru 34,292746,285,0.09735402020864505
2007,Dutchess,Cocaine incl Crack,35 thru 44,292746,537,0.1834354696562891
2007,Dutchess,Cocaine incl Crack,45 thru 54,292746,278,0.09496286883509937
2007,Dutchess,Cocaine incl Crack,55 and Older,292746,50,0.017079652668183343
2007,Dutchess,Cocaine incl Crack,Under 18,292746,10,0.003415930533636668
2007,Dutchess,Heroin,18 thru 24,292746,215,0.07344250647318835
2007,Dutchess,Heroin,25 thru 34,292746,375,0.12809739501137504
2007,Dutchess,Heroin,35 thru 44,292746,474,0.16191510729437805
2007,Dutchess,Heroin,45 thru 54,292746,318,0.10862659096964605
2007,Dutchess,Heroin,55 and Older,292746,58,0.019812397095092676
2007,Dutchess,Heroin,Under 18,292746,3,0.0010247791600910003
2007,Dutchess,Marijuana incl Hashish,18 thru 24,292746,281,0.09598764799519038
2007,Dutchess,Marijuana incl Hashish,25 thru 34,292746,219,0.07480887868664303
2007,Dutchess,Marijuana incl Hashish,35 thru 44,292746,77,0.02630266510900234
2007,Dutchess,Marijuana incl Hashish,45 thru 54,292746,27,0.009223012440819004
2007,Dutchess,Marijuana incl Hashish,55 and Older,292746,4,0.0013663722134546672
2007,Dutchess,Marijuana incl Hashish,Under 18,292746,290,0.09906198547546338
2007,Dutchess,Other Opioids,18 thru 24,292746,33,0.011272570761001006
2007,Dutchess,Other Opioids,25 thru 34,292746,54,0.018446024881638007
2007,Dutchess,Other Opioids,35 thru 44,292746,64,0.021861955415274675
2007,Dutchess,Other Opioids,45 thru 54,292746,44,0.01503009434800134
2007,Dutchess,Other Opioids,55 and Older,292746,16,0.005465488853818668
2007,Dutchess,Other Opioids,Under 18,292746,2,0.0006831861067273336
2007,Erie,Alcohol,18 thru 24,913338,869,0.09514549925657316
2007,Erie,Alcohol,25 thru 34,913338,1524,0.1668604612969131
2007,Erie,Alcohol,35 thru 44,913338,2318,0.2537943236786382
2007,Erie,Alcohol,45 thru 54,913338,2002,0.21919596031261152
2007,Erie,Alcohol,55 and Older,913338,570,0.06240844024884544
2007,Erie,Alcohol,Under 18,913338,160,0.01751815866634258
2007,Erie,All Others,18 thru 24,913338,34,0.003722608716597798
2007,Erie,All Others,25 thru 34,913338,57,0.006240844024884545
2007,Erie,All Others,35 thru 44,913338,29,0.003175166258274593
2007,Erie,All Others,45 thru 54,913338,31,0.003394143241603875
2007,Erie,All Others,55 and Older,913338,6,0.0006569309499878469
2007,Erie,All Others,Under 18,913338,11,0.0012043734083110524
2007,Erie,Cocaine incl Crack,18 thru 24,913338,268,0.02934291576612382
2007,Erie,Cocaine incl Crack,25 thru 34,913338,692,0.07576603623193168
2007,Erie,Cocaine incl Crack,35 thru 44,913338,1333,0.14594815938896663
2007,Erie,Cocaine incl Crack,45 thru 54,913338,803,0.08791925880670683
2007,Erie,Cocaine incl Crack,55 and Older,913338,124,0.013576572966415502
2007,Erie,Cocaine incl Crack,Under 18,913338,22,0.002408746816622105
2007,Erie,Heroin,18 thru 24,913338,492,0.053868337899003436
2007,Erie,Heroin,25 thru 34,913338,439,0.04806544784077745
2007,Erie,Heroin,35 thru 44,913338,330,0.03613120224933157
2007,Erie,Heroin,45 thru 54,913338,244,0.026715191966172436
2007,Erie,Heroin,55 and Older,913338,109,0.011934245591445883
2007,Erie,Heroin,Under 18,913338,22,0.002408746816622105
2007,Erie,Marijuana incl Hashish,18 thru 24,913338,863,0.0944885683065853
2007,Erie,Marijuana incl Hashish,25 thru 34,913338,666,0.072919335448651
2007,Erie,Marijuana incl Hashish,35 thru 44,913338,286,0.031313708616087364
2007,Erie,Marijuana incl Hashish,45 thru 54,913338,134,0.014671457883061912
2007,Erie,Marijuana incl Hashish,55 and Older,913338,21,0.002299258324957464
2007,Erie,Marijuana incl Hashish,Under 18,913338,588,0.06437923309880897
2007,Erie,Other Opioids,18 thru 24,913338,378,0.04138664984923433
2007,Erie,Other Opioids,25 thru 34,913338,376,0.041167672865905065
2007,Erie,Other Opioids,35 thru 44,913338,260,0.028467007832806694
2007,Erie,Other Opioids,45 thru 54,913338,168,0.01839406659965971
2007,Erie,Other Opioids,55 and Older,913338,43,0.004708005141579569
2007,Erie,Other Opioids,Under 18,913338,48,0.005255447599902774
2007,Essex,Alcohol,18 thru 24,38119,26,0.06820745559956977
2007,Essex,Alcohol,25 thru 34,38119,30,0.07870091030719588
2007,Essex,Alcohol,35 thru 44,38119,22,0.05771400089194365
2007,Essex,Alcohol,45 thru 54,38119,16,0.041973818830504474
2007,Essex,Alcohol,55 and Older,38119,7,0.018363545738345706
2007,Essex,Alcohol,Under 18,38119,5,0.013116818384532648
2007,Essex,All Others,18 thru 24,38119,1,0.0026233636769065296
2007,Essex,All Others,25 thru 34,38119,1,0.0026233636769065296
2007,Essex,Cocaine incl Crack,18 thru 24,38119,1,0.0026233636769065296
2007,Essex,Cocaine incl Crack,25 thru 34,38119,4,0.010493454707626118
2007,Essex,Cocaine incl Crack,35 thru 44,38119,1,0.0026233636769065296
2007,Essex,Cocaine incl Crack,Under 18,38119,1,0.0026233636769065296
2007,Essex,Heroin,18 thru 24,38119,1,0.0026233636769065296
2007,Essex,Heroin,25 thru 34,38119,1,0.0026233636769065296
2007,Essex,Heroin,35 thru 44,38119,1,0.0026233636769065296
2007,Essex,Heroin,45 thru 54,38119,1,0.0026233636769065296
2007,Essex,Marijuana incl Hashish,18 thru 24,38119,14,0.03672709147669141
2007,Essex,Marijuana incl Hashish,25 thru 34,38119,8,0.020986909415252237
2007,Essex,Marijuana incl Hashish,35 thru 44,38119,2,0.005246727353813059
2007,Essex,Marijuana incl Hashish,45 thru 54,38119,2,0.005246727353813059
2007,Essex,Marijuana incl Hashish,Under 18,38119,5,0.013116818384532648
2007,Essex,Other Opioids,18 thru 24,38119,1,0.0026233636769065296
2007,Essex,Other Opioids,25 thru 34,38119,1,0.0026233636769065296
2007,Essex,Other Opioids,45 thru 54,38119,3,0.00787009103071959
2007,Essex,Other Opioids,Under 18,38119,1,0.0026233636769065296
2007,Franklin,Alcohol,18 thru 24,50449,107,0.2120953834565601
2007,Franklin,Alcohol,25 thru 34,50449,154,0.30525877618981545
2007,Franklin,Alcohol,35 thru 44,50449,139,0.2755257785089893
2007,Franklin,Alcohol,45 thru 54,50449,98,0.19425558484806438
2007,Franklin,Alcohol,55 and Older,50449,23,0.04559059644393348
2007,Franklin,Alcohol,Under 18,50449,36,0.07135919443398284
2007,Franklin,All Others,18 thru 24,50449,3,0.005946599536165236
2007,Franklin,All Others,25 thru 34,50449,3,0.005946599536165236
2007,Franklin,All Others,35 thru 44,50449,2,0.003964399690776824
2007,Franklin,All Others,45 thru 54,50449,1,0.001982199845388412
2007,Franklin,All Others,Under 18,50449,1,0.001982199845388412
2007,Franklin,Cocaine incl Crack,18 thru 24,50449,18,0.03567959721699142
2007,Franklin,Cocaine incl Crack,25 thru 34,50449,44,0.08721679319709014
2007,Franklin,Cocaine incl Crack,35 thru 44,50449,37,0.07334139427937125
2007,Franklin,Cocaine incl Crack,45 thru 54,50449,14,0.027750797835437768
2007,Franklin,Cocaine incl Crack,55 and Older,50449,1,0.001982199845388412
2007,Franklin,Heroin,18 thru 24,50449,18,0.03567959721699142
2007,Franklin,Heroin,25 thru 34,50449,18,0.03567959721699142
2007,Franklin,Heroin,35 thru 44,50449,7,0.013875398917718884
2007,Franklin,Heroin,45 thru 54,50449,3,0.005946599536165236
2007,Franklin,Heroin,55 and Older,50449,1,0.001982199845388412
2007,Franklin,Marijuana incl Hashish,18 thru 24,50449,70,0.13875398917718884
2007,Franklin,Marijuana incl Hashish,25 thru 34,50449,45,0.08919899304247854
2007,Franklin,Marijuana incl Hashish,35 thru 44,50449,20,0.03964399690776824
2007,Franklin,Marijuana incl Hashish,45 thru 54,50449,7,0.013875398917718884
2007,Franklin,Marijuana incl Hashish,55 and Older,50449,2,0.003964399690776824
2007,Franklin,Marijuana incl Hashish,Under 18,50449,85,0.16848698685801503
2007,Franklin,Other Opioids,18 thru 24,50449,9,0.01783979860849571
2007,Franklin,Other Opioids,25 thru 34,50449,17,0.033697397371603
2007,Franklin,Other Opioids,35 thru 44,50449,14,0.027750797835437768
2007,Franklin,Other Opioids,45 thru 54,50449,2,0.003964399690776824
2007,Franklin,Other Opioids,55 and Older,50449,1,0.001982199845388412
2007,Franklin,Other Opioids,Under 18,50449,3,0.005946599536165236
2007,Fulton,Alcohol,18 thru 24,55114,34,0.061690314620604564
2007,Fulton,Alcohol,25 thru 34,55114,77,0.1397104184054868
2007,Fulton,Alcohol,35 thru 44,55114,81,0.14696810247849912
2007,Fulton,Alcohol,45 thru 54,55114,62,0.11249410313169068
2007,Fulton,Alcohol,55 and Older,55114,16,0.02903073629204921
2007,Fulton,Alcohol,Under 18,55114,20,0.03628842036506151
2007,Fulton,All Others,18 thru 24,55114,2,0.0036288420365061507
2007,Fulton,All Others,25 thru 34,55114,3,0.005443263054759227
2007,Fulton,All Others,45 thru 54,55114,1,0.0018144210182530754
2007,Fulton,Cocaine incl Crack,18 thru 24,55114,10,0.018144210182530755
2007,Fulton,Cocaine incl Crack,25 thru 34,55114,14,0.025401894255543053
2007,Fulton,Cocaine incl Crack,35 thru 44,55114,22,0.03991726240156766
2007,Fulton,Cocaine incl Crack,45 thru 54,55114,10,0.018144210182530755
2007,Fulton,Cocaine incl Crack,Under 18,55114,1,0.0018144210182530754
2007,Fulton,Heroin,18 thru 24,55114,5,0.009072105091265378
2007,Fulton,Heroin,25 thru 34,55114,9,0.01632978916427768
2007,Fulton,Heroin,45 thru 54,55114,2,0.0036288420365061507
2007,Fulton,Heroin,55 and Older,55114,2,0.0036288420365061507
2007,Fulton,Marijuana incl Hashish,18 thru 24,55114,29,0.0526182095293392
2007,Fulton,Marijuana incl Hashish,25 thru 34,55114,12,0.021773052219036908
2007,Fulton,Marijuana incl Hashish,35 thru 44,55114,8,0.014515368146024603
2007,Fulton,Marijuana incl Hashish,45 thru 54,55114,1,0.0018144210182530754
2007,Fulton,Marijuana incl Hashish,Under 18,55114,71,0.12882389229596836
2007,Fulton,Other Opioids,18 thru 24,55114,3,0.005443263054759226
2007,Fulton,Other Opioids,25 thru 34,55114,3,0.005443263054759227
2007,Fulton,Other Opioids,35 thru 44,55114,2,0.0036288420365061507
2007,Fulton,Other Opioids,45 thru 54,55114,3,0.005443263054759227
2007,Genesee,Alcohol,18 thru 24,58122,119,0.20474175011183374
2007,Genesee,Alcohol,25 thru 34,58122,159,0.2735625064519459
2007,Genesee,Alcohol,35 thru 44,58122,156,0.26840094972643747
2007,Genesee,Alcohol,45 thru 54,58122,125,0.2150648635628506
2007,Genesee,Alcohol,55 and Older,58122,44,0.07570283197412339
2007,Genesee,Alcohol,Under 18,58122,14,0.024087264719039263
2007,Genesee,All Others,18 thru 24,58122,3,0.005161556725508413
2007,Genesee,All Others,35 thru 44,58122,1,0.0017205189085028043
2007,Genesee,Cocaine incl Crack,18 thru 24,58122,25,0.04301297271257011
2007,Genesee,Cocaine incl Crack,25 thru 34,58122,54,0.09290802105915144
2007,Genesee,Cocaine incl Crack,35 thru 44,58122,74,0.1273183992292075
2007,Genesee,Cocaine incl Crack,45 thru 54,58122,21,0.03613089707855889
2007,Genesee,Cocaine incl Crack,55 and Older,58122,2,0.0034410378170056087
2007,Genesee,Heroin,18 thru 24,58122,9,0.01548467017652524
2007,Genesee,Heroin,25 thru 34,58122,28,0.048174529438078526
2007,Genesee,Heroin,35 thru 44,58122,3,0.005161556725508413
2007,Genesee,Heroin,45 thru 54,58122,7,0.012043632359519631
2007,Genesee,Marijuana incl Hashish,18 thru 24,58122,64,0.11011321014417948
2007,Genesee,Marijuana incl Hashish,25 thru 34,58122,24,0.041292453804067306
2007,Genesee,Marijuana incl Hashish,35 thru 44,58122,21,0.0361308970785589
2007,Genesee,Marijuana incl Hashish,45 thru 54,58122,5,0.008602594542514023
2007,Genesee,Marijuana incl Hashish,Under 18,58122,47,0.08086438869963182
2007,Genesee,Other Opioids,18 thru 24,58122,10,0.017205189085028043
2007,Genesee,Other Opioids,25 thru 34,58122,6,0.010323113451016826
2007,Genesee,Other Opioids,35 thru 44,58122,15,0.025807783627542068
2007,Genesee,Other Opioids,45 thru 54,58122,10,0.017205189085028043
2007,Genesee,Other Opioids,55 and Older,58122,1,0.0017205189085028043
2007,Greene,Alcohol,18 thru 24,49246,38,0.07716362750274135
2007,Greene,Alcohol,25 thru 34,49246,44,0.08934735816106892
2007,Greene,Alcohol,35 thru 44,49246,60,0.1218373065832758
2007,Greene,Alcohol,45 thru 54,49246,38,0.07716362750274135
2007,Greene,Alcohol,55 and Older,49246,7,0.01421435243471551
2007,Greene,Alcohol,Under 18,49246,7,0.01421435243471551
2007,Greene,All Others,18 thru 24,49246,2,0.004061243552775861
2007,Greene,All Others,25 thru 34,49246,3,0.00609186532916379
2007,Greene,All Others,35 thru 44,49246,2,0.004061243552775861
2007,Greene,All Others,45 thru 54,49246,4,0.008122487105551721
2007,Greene,All Others,Under 18,49246,1,0.0020306217763879303
2007,Greene,Cocaine incl Crack,18 thru 24,49246,8,0.01624497421110344
2007,Greene,Cocaine incl Crack,25 thru 34,49246,10,0.0203062177638793
2007,Greene,Cocaine incl Crack,35 thru 44,49246,15,0.03045932664581895
2007,Greene,Cocaine incl Crack,45 thru 54,49246,5,0.01015310888193965
2007,Greene,Heroin,18 thru 24,49246,3,0.006091865329163791
2007,Greene,Heroin,25 thru 34,49246,5,0.01015310888193965
2007,Greene,Heroin,35 thru 44,49246,2,0.004061243552775861
2007,Greene,Heroin,55 and Older,49246,1,0.0020306217763879303
2007,Greene,Marijuana incl Hashish,18 thru 24,49246,26,0.05279616618608618
2007,Greene,Marijuana incl Hashish,25 thru 34,49246,16,0.032489948422206885
2007,Greene,Marijuana incl Hashish,35 thru 44,49246,7,0.01421435243471551
2007,Greene,Marijuana incl Hashish,45 thru 54,49246,2,0.004061243552775861
2007,Greene,Marijuana incl Hashish,55 and Older,49246,1,0.0020306217763879303
2007,Greene,Marijuana incl Hashish,Under 18,49246,13,0.02639808309304309
2007,Greene,Other Opioids,18 thru 24,49246,4,0.008122487105551721
2007,Greene,Other Opioids,25 thru 34,49246,4,0.008122487105551721
2007,Greene,Other Opioids,35 thru 44,49246,4,0.008122487105551721
2007,Greene,Other Opioids,55 and Older,49246,1,0.0020306217763879303
2007,Herkimer,Alcohol,18 thru 24,62558,12,0.019182198919402794
2007,Herkimer,Alcohol,25 thru 34,62558,16,0.025576265225870393
2007,Herkimer,Alcohol,35 thru 44,62558,13,0.020780715496019692
2007,Herkimer,Alcohol,45 thru 54,62558,13,0.020780715496019692
2007,Herkimer,Alcohol,55 and Older,62558,2,0.0031970331532337986
2007,Herkimer,Alcohol,Under 18,62558,1,0.0015985165766168993
2007,Herkimer,All Others,18 thru 24,62558,1,0.0015985165766168993
2007,Herkimer,All Others,35 thru 44,62558,1,0.0015985165766168993
2007,Herkimer,All Others,55 and Older,62558,1,0.0015985165766168993
2007,Herkimer,Cocaine incl Crack,25 thru 34,62558,9,0.014386649189552094
2007,Herkimer,Cocaine incl Crack,35 thru 44,62558,12,0.019182198919402794
2007,Herkimer,Cocaine incl Crack,45 thru 54,62558,4,0.006394066306467597
2007,Herkimer,Heroin,25 thru 34,62558,3,0.004795549729850699
2007,Herkimer,Heroin,35 thru 44,62558,2,0.0031970331532337986
2007,Herkimer,Marijuana incl Hashish,18 thru 24,62558,8,0.012788132612935196
2007,Herkimer,Marijuana incl Hashish,25 thru 34,62558,1,0.0015985165766168993
2007,Herkimer,Marijuana incl Hashish,45 thru 54,62558,1,0.0015985165766168993
2007,Herkimer,Marijuana incl Hashish,Under 18,62558,4,0.006394066306467597
2007,Herkimer,Other Opioids,18 thru 24,62558,3,0.004795549729850699
2007,Herkimer,Other Opioids,25 thru 34,62558,3,0.004795549729850699
2007,Herkimer,Other Opioids,Under 18,62558,1,0.0015985165766168993
2007,Jefferson,Alcohol,18 thru 24,117201,93,0.07935085878106843
2007,Jefferson,Alcohol,25 thru 34,117201,113,0.09641555959420142
2007,Jefferson,Alcohol,35 thru 44,117201,92,0.07849762374041178
2007,Jefferson,Alcohol,45 thru 54,117201,71,0.06057968788662212
2007,Jefferson,Alcohol,55 and Older,117201,16,0.013651760650506394
2007,Jefferson,Alcohol,Under 18,117201,24,0.020477640975759593
2007,Jefferson,All Others,18 thru 24,117201,6,0.005119410243939898
2007,Jefferson,All Others,25 thru 34,117201,3,0.002559705121969949
2007,Jefferson,All Others,35 thru 44,117201,1,0.0008532350406566497
2007,Jefferson,All Others,Under 18,117201,1,0.0008532350406566497
2007,Jefferson,Cocaine incl Crack,18 thru 24,117201,22,0.01877117089444629
2007,Jefferson,Cocaine incl Crack,25 thru 34,117201,29,0.024743816179042838
2007,Jefferson,Cocaine incl Crack,35 thru 44,117201,34,0.029009991382326086
2007,Jefferson,Cocaine incl Crack,45 thru 54,117201,13,0.011092055528536445
2007,Jefferson,Cocaine incl Crack,Under 18,117201,4,0.003412940162626599
2007,Jefferson,Heroin,18 thru 24,117201,22,0.01877117089444629
2007,Jefferson,Heroin,25 thru 34,117201,26,0.02218411105707289
2007,Jefferson,Heroin,35 thru 44,117201,9,0.007679115365909847
2007,Jefferson,Heroin,45 thru 54,117201,2,0.0017064700813132995
2007,Jefferson,Heroin,Under 18,117201,3,0.002559705121969949
2007,Jefferson,Marijuana incl Hashish,18 thru 24,117201,73,0.06228615796793542
2007,Jefferson,Marijuana incl Hashish,25 thru 34,117201,31,0.02645028626035614
2007,Jefferson,Marijuana incl Hashish,35 thru 44,117201,16,0.013651760650506394
2007,Jefferson,Marijuana incl Hashish,45 thru 54,117201,8,0.006825880325253198
2007,Jefferson,Marijuana incl Hashish,55 and Older,117201,2,0.0017064700813132995
2007,Jefferson,Marijuana incl Hashish,Under 18,117201,77,0.06569909813056203
2007,Jefferson,Other Opioids,18 thru 24,117201,9,0.007679115365909847
2007,Jefferson,Other Opioids,25 thru 34,117201,20,0.017064700813132994
2007,Jefferson,Other Opioids,35 thru 44,117201,7,0.005972645284596548
2007,Jefferson,Other Opioids,45 thru 54,117201,2,0.0017064700813132995
2007,Kings,Alcohol,18 thru 24,2528050,349,0.013805106702794643
2007,Kings,Alcohol,25 thru 34,2528050,1302,0.05150214592274678
2007,Kings,Alcohol,35 thru 44,2528050,2839,0.11229999406657305
2007,Kings,Alcohol,45 thru 54,2528050,2587,0.10233183679120271
2007,Kings,Alcohol,55 and Older,2528050,917,0.036273016752042087
2007,Kings,Alcohol,Under 18,2528050,29,0.0011471292102608727
